PSMILES,meta.polymer,PSMILES_not_canonicalize,Tg,meta.source,meta.tg_range,meta.tg_values,meta.num_of_points,meta.std,meta.reliability,sidechainlevel.features.num_atoms_sidechainfeaturizer_sum,sidechainlevel.features.num_atoms_sidechainfeaturizer_mean,sidechainlevel.features.num_atoms_sidechainfeaturizer_max,sidechainlevel.features.num_atoms_sidechainfeaturizer_min,sidechainlevel.features.numsidechainfeaturizer,sidechainlevel.features.sidechainlength_to_star_attachment_distance_ratio_mean,sidechainlevel.features.sidechainlength_to_star_attachment_distance_ratio_min,sidechainlevel.features.sidechainlength_to_star_attachment_distance_ratio_max,sidechainlevel.features.sidechainlength_to_star_attachment_distance_ratio_sum,sidechainlevel.features.star_to_sidechain_min_distance_mean,sidechainlevel.features.star_to_sidechain_min_distance_min,sidechainlevel.features.star_to_sidechain_min_distance_max,sidechainlevel.features.star_to_sidechain_min_distance_sum,sidechainlevel.features.num_diverse_sidechains,sidechainlevel.features.balaban_j_index_sidechainfeaturizer_sum,sidechainlevel.features.num_hbond_donors_sidechainfeaturizer_sum,sidechainlevel.features.num_hbond_acceptors_sidechainfeaturizer_sum,sidechainlevel.features.num_rotatable_bonds_sidechainfeaturizer_sum,sidechainlevel.features.num_rings_sidechainfeaturizer_sum,sidechainlevel.features.num_non_aromatic_rings_sidechainfeaturizer_sum,sidechainlevel.features.num_aromatic_rings_sidechainfeaturizer_sum,sidechainlevel.features.topological_surface_area_sidechainfeaturizer_sum,sidechainlevel.features.fraction_bicyclic_rings_sidechainfeaturizer_sum,sidechainlevel.features.num_aliphatic_heterocycles_sidechainfeaturizer_sum,sidechainlevel.features.slogp_vsa1_sidechainfeaturizer_sum,sidechainlevel.features.molecular_weight_sidechainfeaturizer_sum,sidechainlevel.features.sp3_carbon_count_sidechainfeaturizer_sum,sidechainlevel.features.sp2_carbon_count_sidechainfeaturizer_sum,sidechainlevel.features.max_estate_index_sidechainfeaturizer_sum,sidechainlevel.features.smr_vsa5_sidechainfeaturizer_sum,sidechainlevel.features.fp_density_morgan1_sidechainfeaturizer_sum,sidechainlevel.features.total_halogens_sidechainfeaturizer_sum,sidechainlevel.features.fluorine_count_sidechainfeaturizer_sum,sidechainlevel.features.chlorine_count_sidechainfeaturizer_sum,sidechainlevel.features.bromine_count_sidechainfeaturizer_sum,sidechainlevel.features.single_bonds_sidechainfeaturizer_sum,sidechainlevel.features.double_bonds_sidechainfeaturizer_sum,sidechainlevel.features.triple_bonds_sidechainfeaturizer_sum,sidechainlevel.features.bridging_rings_count_sidechainfeaturizer_sum,sidechainlevel.features.max_ring_size_sidechainfeaturizer_sum,sidechainlevel.features.heteroatom_density_sidechainfeaturizer_sum,sidechainlevel.features.heteroatom_count_sidechainfeaturizer_sum,backbonelevel.features.num_atoms_sum_backbonefeaturizer,backbonelevel.features.numbackbonefeaturizer,backbonelevel.features.balaban_j_index_sum_backbonefeaturizer,backbonelevel.features.num_hbond_donors_sum_backbonefeaturizer,backbonelevel.features.num_hbond_acceptors_sum_backbonefeaturizer,backbonelevel.features.num_rotatable_bonds_sum_backbonefeaturizer,backbonelevel.features.num_rings_sum_backbonefeaturizer,backbonelevel.features.num_non_aromatic_rings_sum_backbonefeaturizer,backbonelevel.features.num_aromatic_rings_sum_backbonefeaturizer,backbonelevel.features.topological_surface_area_sum_backbonefeaturizer,backbonelevel.features.fraction_bicyclic_rings_sum_backbonefeaturizer,backbonelevel.features.num_aliphatic_heterocycles_sum_backbonefeaturizer,backbonelevel.features.slogp_vsa1_sum_backbonefeaturizer,backbonelevel.features.molecular_weight_sum_backbonefeaturizer,backbonelevel.features.sp3_carbon_count_sum_backbonefeaturizer,backbonelevel.features.sp2_carbon_count_sum_backbonefeaturizer,backbonelevel.features.max_estate_index_sum_backbonefeaturizer,backbonelevel.features.smr_vsa5_sum_backbonefeaturizer,backbonelevel.features.fp_density_morgan1_sum_backbonefeaturizer,backbonelevel.features.total_halogens_sum_backbonefeaturizer,backbonelevel.features.fluorine_count_sum_backbonefeaturizer,backbonelevel.features.chlorine_count_sum_backbonefeaturizer,backbonelevel.features.bromine_count_sum_backbonefeaturizer,backbonelevel.features.single_bonds_sum_backbonefeaturizer,backbonelevel.features.double_bonds_sum_backbonefeaturizer,backbonelevel.features.triple_bonds_sum_backbonefeaturizer,backbonelevel.features.bridging_rings_count_sum_backbonefeaturizer,backbonelevel.features.max_ring_size_sum_backbonefeaturizer,backbonelevel.features.heteroatom_density_sum_backbonefeaturizer,backbonelevel.features.heteroatom_count_sum_backbonefeaturizer,fullpolymerlevel.features.balaban_j_index_sum_fullpolymerfeaturizer,fullpolymerlevel.features.num_hbond_donors_sum_fullpolymerfeaturizer,fullpolymerlevel.features.num_hbond_acceptors_sum_fullpolymerfeaturizer,fullpolymerlevel.features.num_rotatable_bonds_sum_fullpolymerfeaturizer,fullpolymerlevel.features.num_rings_sum_fullpolymerfeaturizer,fullpolymerlevel.features.num_non_aromatic_rings_sum_fullpolymerfeaturizer,fullpolymerlevel.features.num_aromatic_rings_sum_fullpolymerfeaturizer,fullpolymerlevel.features.topological_surface_area_sum_fullpolymerfeaturizer,fullpolymerlevel.features.fraction_bicyclic_rings_sum_fullpolymerfeaturizer,fullpolymerlevel.features.num_aliphatic_heterocycles_sum_fullpolymerfeaturizer,fullpolymerlevel.features.slogp_vsa1_sum_fullpolymerfeaturizer,fullpolymerlevel.features.molecular_weight_sum_fullpolymerfeaturizer,fullpolymerlevel.features.sp3_carbon_count_sum_fullpolymerfeaturizer,fullpolymerlevel.features.sp2_carbon_count_sum_fullpolymerfeaturizer,fullpolymerlevel.features.max_estate_index_sum_fullpolymerfeaturizer,fullpolymerlevel.features.smr_vsa5_sum_fullpolymerfeaturizer,fullpolymerlevel.features.fp_density_morgan1_sum_fullpolymerfeaturizer,fullpolymerlevel.features.total_halogens_sum_fullpolymerfeaturizer,fullpolymerlevel.features.fluorine_count_sum_fullpolymerfeaturizer,fullpolymerlevel.features.chlorine_count_sum_fullpolymerfeaturizer,fullpolymerlevel.features.bromine_count_sum_fullpolymerfeaturizer,fullpolymerlevel.features.single_bonds_sum_fullpolymerfeaturizer,fullpolymerlevel.features.double_bonds_sum_fullpolymerfeaturizer,fullpolymerlevel.features.triple_bonds_sum_fullpolymerfeaturizer,fullpolymerlevel.features.bridging_rings_count_sum_fullpolymerfeaturizer,fullpolymerlevel.features.max_ring_size_sum_fullpolymerfeaturizer,fullpolymerlevel.features.heteroatom_density_sum_fullpolymerfeaturizer,fullpolymerlevel.features.heteroatom_count_sum_fullpolymerfeaturizer
[*]#C[SiH2]C#Cc1cccc(C#[*])c1,,*C#Cc1cccc(C#C[SiH2]*)c1,345.15,GREA,345.15,,1,0,black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,2.882221111,0,0,0,1,0,1,0,0,0,0,154.0238767,1,6,3.378541903,0,1.363636364,0,0,0,0,4,0,3,0,6,0.230769231,3,2.882221111,0,0,0,1,0,1,0,0,0,0,154.0238767,1,6,3.378541903,0,1.363636364,0,0,0,0,4,0,3,0,6,0.230769231,3
[*]#Cc1cccc(C#C[SiH](C#[*])c2ccccc2)c1,,*C#Cc1cccc(C#C[SiH](*)c2ccccc2)c1,358.15,GREA,358.15,,1,0,black,6,6,6,6,1,2,2,2,2,2,2,2,2,1,3,0,0,0,1,0,1,0,0,0,0,78.04695019,0,6,2,0,0.333333333,0,0,0,0,0,0,0,0,6,0,0,13,1,2.882221111,0,0,0,1,0,1,0,0,0,0,154.0238767,1,6,3.378541903,0,1.363636364,0,0,0,0,4,0,3,0,6,0.230769231,3,2.276578261,0,0,1,2,0,2,0,0,0,5.186725646,230.0551769,1,12,3.629190051,0,0.941176471,0,0,0,0,5,0,3,0,6,0.157894737,3
[*]#Cc1ccccc1C#C[SiH](C#[*])c1ccccc1,,*C#Cc1ccccc1C#C[SiH](*)c1ccccc1,344.15,GREA,344.15,,1,0,black,6,6,6,6,1,2,2,2,2,2,2,2,2,1,3,0,0,0,1,0,1,0,0,0,0,78.04695019,0,6,2,0,0.333333333,0,0,0,0,0,0,0,0,6,0,0,13,1,2.987903538,0,0,0,1,0,1,0,0,0,0,154.0238767,1,6,3.385917423,0,1.272727273,0,0,0,0,4,0,3,0,6,0.230769231,3,2.335321452,0,0,1,2,0,2,0,0,0,5.186725646,230.0551769,1,12,3.636565571,0,0.882352941,0,0,0,0,5,0,3,0,6,0.157894737,3
[*]/C(=C(/[*])c1ccc(C(C)(C)C)cc1)c1ccccc1,,*/C(=C(/*)c1ccc(C(C)(C)C)cc1)c1ccccc1,473.15,GREA,473.15,,1,0,black,16,8,10,6,2,4,3,5,8,1,1,1,2,2,5.966043179,0,0,0,2,0,2,0,0,0,0,212.1565006,4,12,4.224537037,26.18620207,1.233333333,0,0,0,0,4,0,0,0,12,0,0,4,1,2.549193338,0,0,0,0,0,0,0,0,0,0,26.01565006,0,2,2.361111111,0,2,0,0,0,0,2,1,0,0,0,0.5,2,2.363056445,0,0,2,2,0,2,0,0,0,0,234.1408506,4,14,2.340949074,26.18620207,0.777777778,0,0,0,0,8,1,0,0,6,0.1,2
[*]/C(=C(/[*])c1ccc(CCCC)cc1)c1ccccc1,,*/C(=C(/*)c1ccc(CCCC)cc1)c1ccccc1,473.15,GREA,473.15,,1,0,black,16,8,10,6,2,4,3,5,8,1,1,1,2,2,5.426522347,0,0,3,2,0,2,0,0,0,0,212.1565006,4,12,4.225138889,26.18620207,1.433333333,0,0,0,0,4,0,0,0,12,0,0,4,1,2.549193338,0,0,0,0,0,0,0,0,0,0,26.01565006,0,2,2.361111111,0,2,0,0,0,0,2,1,0,0,0,0.5,2,2.219979169,0,0,5,2,0,2,0,0,0,0,234.1408506,4,14,2.359212963,26.18620207,0.888888889,0,0,0,0,8,1,0,0,6,0.1,2
[*]/C(=C(/[*])c1ccc(Oc2ccccc2)cc1)c1ccccc1,,*/C(=C(/*)c1ccc(Oc2ccccc2)cc1)c1ccccc1,473.15,GREA,473.15,,1,0,black,19,9.5,13,6,2,4.75,3,6.5,9.5,1,1,1,2,2,5.161475751,0,1,2,3,0,3,9.23,0,0,4.736862954,248.1201151,0,19,7.578333333,0,0.871794872,0,0,0,0,2,0,0,0,12,0.076923077,1,4,1,2.549193338,0,0,0,0,0,0,0,0,0,0,26.01565006,0,2,2.361111111,0,2,0,0,0,0,2,1,0,0,0,0.5,2,1.816412521,0,1,4,3,0,3,9.23,0,0,4.736862954,270.1044651,0,21,5.878170031,0,0.571428571,0,0,0,0,6,1,0,0,6,0.130434783,3
[*]/C(=C(/[*])c1ccc([Si](C(C)C)(C(C)C)C(C)C)cc1)c1ccccc1,,*/C(=C(/*)c1ccc([Si](C(C)C)(C(C)C)C(C)C)cc1)c1ccccc1,523.15,GREA,523.15,,1,0,black,22,11,16,6,2,5.5,3,8,11,1,1,1,2,2,6.337088616,0,0,4,2,0,2,0,0,0,5.186725646,312.2273276,10,12,4.415895062,58.1659638,1.020833333,0,0,0,0,10,0,0,0,12,0.0625,1,4,1,2.549193338,0,0,0,0,0,0,0,0,0,0,26.01565006,0,2,2.361111111,0,2,0,0,0,0,2,1,0,0,0,0.5,2,2.470807235,0,0,6,2,0,2,0,0,0,5.186725646,334.2116775,10,14,2.501635802,58.1659638,0.666666667,0,0,0,0,14,1,0,0,6,0.115384615,3
[*]/C(=C(/[*])c1ccc([Si](C)(C)C)cc1)c1ccccc1,,*/C(=C(/*)c1ccc([Si](C)(C)C)cc1)c1ccccc1,473.15,GREA,473.15,,1,0,black,16,8,10,6,2,4,3,5,8,1,1,1,2,2,5.966043179,0,0,1,2,0,2,0,0,0,5.186725646,228.1334272,4,12,4.363425926,19.64103406,1.233333333,0,0,0,0,4,0,0,0,12,0.1,1,4,1,2.549193338,0,0,0,0,0,0,0,0,0,0,26.01565006,0,2,2.361111111,0,2,0,0,0,0,2,1,0,0,0,0.5,2,2.363056445,0,0,3,2,0,2,0,0,0,5.186725646,250.1177771,4,14,2.416782145,19.64103406,0.777777778,0,0,0,0,8,1,0,0,6,0.15,3
[*]/C(=C(/[*])c1cccc([Ge](C)(C)C)c1)c1ccccc1,,*/C(=C(/*)c1cccc([Ge](C)(C)C)c1)c1ccccc1,473.15,GREA,473.15,,1,0,black,16,8,10,6,2,4,3,5,8,1,1,1,2,2,5.966043179,0,0,1,2,0,2,0,0,0,4.395944685,274.0776784,4,12,4.412037037,17.26869118,1.233333333,0,0,0,0,4,0,0,0,12,0.1,1,4,1,2.549193338,0,0,0,0,0,0,0,0,0,0,26.01565006,0,2,2.361111111,0,2,0,0,0,0,2,1,0,0,0,0.5,2,2.458761188,0,0,3,2,0,2,0,0,0,4.395944685,296.0620284,4,14,2.507037037,17.26869118,0.833333333,0,0,0,0,8,1,0,0,6,0.15,3
[*]/C(=C(/[*])c1cccc([Si](C)(C)C)c1)c1ccccc1,,*/C(=C(/*)c1cccc([Si](C)(C)C)c1)c1ccccc1,473.15,GREA,473.15,,1,0,black,16,8,10,6,2,4,3,5,8,1,1,1,2,2,5.966043179,0,0,1,2,0,2,0,0,0,5.186725646,228.1334272,4,12,4.363425926,19.64103406,1.233333333,0,0,0,0,4,0,0,0,12,0.1,1,4,1,2.549193338,0,0,0,0,0,0,0,0,0,0,26.01565006,0,2,2.361111111,0,2,0,0,0,0,2,1,0,0,0,0.5,2,2.458761188,0,0,3,2,0,2,0,0,0,5.186725646,250.1177771,4,14,2.485432099,19.64103406,0.833333333,0,0,0,0,8,1,0,0,6,0.15,3
